recipe_id,title,ingredients
545,جوجه زعفرانی,mt-oliveoil|mt-garlic|mt-bellpepper|mt-mayonnaise|mt-barbecuesauce|mt-chickenbreastmeat|mt-yogurt|mt-onion|mt-redpepper|mt-nutmeg|mt-salt|mt-saffron|mt-mustardpowder|mt-cocktail
546,جوجه کباب ترش عربی,mt-blackpepper|mt-lemon|mt-tomatopaste|mt-paprika|mt-chickenbreastmeat|mt-liquidoil|mt-vinegar|mt-freshginger|mt-garlic|mt-lemonpeel|mt-salt|mt-yogurt|mt-thyme
547,جوجه مخصوص حس تازگی,mt-mayonnaise|mt-saffron|mt-mushrooms|mt-cocktail|mt-oliveoil|mt-chickenmeat|mt-salt|mt-mozzarellacheese|mt-onion|mt-barbecuesauce|mt-bellpepper|mt-yogurt|mt-redpepper|mt-nutmeg|mt-mustardpowder|mt-bellpepper|mt-garlic
548,جوجه یاکی توری,mt-chickenmeat|mt-whitevinegar|mt-soysauce|mt-blackpepper|mt-sugar|mt-water|mt-lemonjuice|mt-ardeh|mt-chickenextract
549,جوجه ران تندوری,mt-blackcumin|mt-turmeric|mt-mint|mt-grahammasala|mt-liquidoil|mt-lemonjuice|mt-tomatopaste|mt-chickenmeat|mt-garlic|mt-blackpepper|mt-freshginger|mt-tandoorispice|mt-paprika|mt-salt|mt-yogurt
550,نان و خامه و عسل,mt-cream|mt-honey|mt-typesofbread
551,نان و کره و عسل,mt-typesofbread|mt-honey|mt-valve
552,نان و سر شیر و عسل,mt-typesofbread|mt-honey|mt-valve
553,نان و سرشیر و مربا,mt-valve|mt-Jam|mt-typesofbread
554,نان و خامه و مربا,mt-Jam|mt-typesofbread|mt-cream
555,سالاد تبوله,mt-tomatoes|mt-lemonjuice|mt-mint|mt-salt|mt-oliveoil|mt-scallion|mt-wheatbulgur|mt-blackpepper|mt-jafari
556,تره,mt-liquidoil|mt-eggs|mt-wildvegetables|mt-korea|mt-water|mt-turmeric|mt-salt|mt-onion|mt-rice|mt-blackpepper|mt-cotyledons
557,دمنوش دارچین و نبات,mt-water|mt-cinnamon|mt-Candy
558,آش گوجه,mt-tomatoes|mt-currypowder|mt-salt|mt-water|mt-gingerpowder|mt-turmeric|mt-onion|mt-blackcumin|mt-driedmint|mt-pea|mt-tomatopaste|mt-meatextract|mt-rice|mt-blackpepper|mt-liquidoil|mt-vegetableash
559,پنکیک موزی,mt-liquidoil|mt-salt|mt-cowmilk|mt-sugar|mt-eggs|mt-essentialoil|mt-whiteflour|mt-bakingpowder
560,خوراک قارچ و گل کلم,mt-balsamicvinegar|mt-starch|mt-buttonmushrooms|mt-soysauce|mt-honey|mt-jafari|mt-garlic|mt-water|mt-cauliflower|mt-blackpepper|mt-korea
561,خورش قیمه بادمجان (بدون گوشت),mt-eggplant|mt-onion|mt-salt|mt-turmeric|mt-cotyledons|mt-tomatopaste|mt-saffron|mt-cherrytomato|mt-blackpepper|mt-omanilemon(amani)|mt-cinnamon
562,اریک پلو,mt-salt|mt-water|mt-apricotleaf|mt-rice
563,استیک مرغ سوخاری,mt-rosemary|mt-breadcrumbpowder|mt-chickenbreastmeat|mt-cowmilk|mt-korea|mt-blackpepper|mt-salt
564,اسکالوپ گوشت در شیر,mt-korea|mt-breadcrumbpowder|mt-cowmilk|mt-rosemary|mt-calffillet
565,اسکالوپ گوشت و گوجه,mt-onion|mt-blackpepper|mt-korea|mt-salt|mt-calffillet|mt-garlic|mt-drysatureja|mt-tarragon|mt-tomatopaste
566,خوراک لوبیا و قارچ,mt-meatextract|mt-turmeric|mt-mushrooms|mt-blackpepper|mt-liquidoil|mt-onion|mt-water|mt-tomatopaste|mt-salt|mt-pintobeans|mt-korea
567,عدسی با جوپرک,mt-joeperk|mt-liquidoil|mt-angelica|mt-water|mt-turmeric|mt-onion|mt-salt|mt-blackpepper|mt-lentils
568,دوپیازه نخود و لوبیا,mt-tomatopaste|mt-potato|mt-turmeric|mt-water|mt-freshginger|mt-redpepper|mt-garlic|mt-pea|mt-pintobeans|mt-blackpepper|mt-grahammasala|mt-liquidoil|mt-onion|mt-yogurt
569,دال لپه,mt-blackcumin|mt-indiansour|mt-potato|mt-cotyledons|mt-turmeric|mt-blackpepper|mt-water|mt-salt|mt-carrot|mt-smellleaf|mt-mustardpowder|mt-liquidoil|mt-coconutpowder|mt-onion|mt-corianderseeds
570,عدس با سبزیجات,mt-turmeric|mt-oliveoil|mt-salt|mt-celery|mt-chickenextract|mt-tomatoes|mt-garlic|mt-water|mt-onion|mt-lentils|mt-water|mt-carrot|mt-blackpepper|mt-jafari
571,خوراک دال عدس,mt-garlic|mt-onion|mt-water|mt-turmeric|mt-salt|mt-water|mt-driedmint|mt-blackpepper|mt-redlentils|mt-potato|mt-liquidoil|mt-indiansour
572,سیب زمینی نقلی,mt-turmeric|mt-korea|mt-potato|mt-redpepper|mt-water|mt-salt|mt-nigellasativa
573,سیب زمینی ماست و ادویه,mt-greenpepper|mt-clove|mt-onion|mt-corianderseeds|mt-salt|mt-turmeric|mt-blackcumin|mt-water|mt-yogurt|mt-potato|mt-blackpepper|mt-korea|mt-coriander|mt-freshginger
574,سیب زمینی گجراتی,mt-driedfenugreek|mt-korea|mt-potato|mt-coriander|mt-corianderseeds|mt-cumin|mt-sesame|mt-turmeric|mt-salt|mt-coconutpowder|mt-redpepper
575,سیب زمینی با سس شوید,mt-whiteflour|mt-potato|mt-digger|mt-lemon|mt-salt|mt-water|mt-redpepper|mt-cowmilk|mt-korea
576,سیب زمینی با کارامل,mt-salt|mt-potato|mt-korea|mt-cream|mt-sugar|mt-water
577,پوره سیب زمینی,mt-cream|mt-cowmilk|mt-water|mt-blackpepper|mt-potato|mt-korea|mt-salt
578,پوره سیب زمینی با بادام زمینی,mt-potato|mt-peanut|mt-cowmilk|mt-onion|mt-cinnamon|mt-korea|mt-salt
579,پوره سیب زمینی با زعفران,mt-saffron|mt-saffron|mt-potato|mt-cowmilk|mt-water|mt-oliveoil|mt-blackpepper|mt-salt
580,سیرابیج,mt-garlicleaf|mt-salt|mt-liquidoil|mt-eggs
581,دوپیازه گوشت,mt-blackpepper|mt-onion|mt-mutton|mt-yogurt|mt-cinnamon|mt-garlic|mt-salt|mt-corianderseeds|mt-liquidoil|mt-push|mt-redpepper|mt-freshginger|mt-blackcumin|mt-clove
582,خوراک ماهیچه با پیاز کاراملی,mt-muscles|mt-salt|mt-saffron|mt-blackpepper|mt-liquidoil|mt-onion|mt-garlic
583,خوراک ماهیچه,mt-blackpepper|mt-salt|mt-liquidoil|mt-saffron|mt-cinnamon|mt-push|mt-onion|mt-muscles|mt-smellleaf|mt-turmeric
584,خوراک گوشت با خامه,mt-liquidoil|mt-blackpepper|mt-whiteflour|mt-calffillet|mt-onion|mt-cream|mt-salt|mt-yogurt
585,بیف استراگانف 1,mt-mushrooms|mt-thyme|mt-salt|mt-korea|mt-whiteflour|mt-onion|mt-blackpepper|mt-cowmilk|mt-cream|mt-liquidoil|mt-calffillet
586,بیف استراگانف 2,mt-calffillet|mt-liquidoil|mt-mushrooms|mt-onion|mt-paprika|mt-korea|mt-tomatopaste|mt-mustardpowder|mt-blackpepper|mt-salt|mt-cream
587,چواپی دودی,mt-blackpepper|mt-salt|mt-paprika|mt-garlic|mt-valve|mt-mincedmeat
588,کباب انگشتی کشمیری,mt-redpepper|mt-cinnamon|mt-blackcumin|mt-onion|mt-blackpepper|mt-gingerpowder|mt-clove|mt-mincedmeat|mt-garlic|mt-nutmeg|mt-corianderseeds|mt-whiteflour|mt-coriander|mt-nigellasativa|mt-liquidoil|mt-salt
589,کباب دیگی,mt-blackpepper|mt-salt|mt-Tail|mt-beef|mt-Baluchi-Spice
590,گراتن بادمجان و قارچ,mt-jafari|mt-mushrooms|mt-mozzarellacheese|mt-blackpepper|mt-whiteflour|mt-eggplant|mt-korea|mt-corn|mt-salt|mt-cowmilk|mt-thyme
591,گراتن بادمجان و گوشت,mt-mushrooms|mt-mozzarellacheese|mt-salt|mt-thyme|mt-cowmilk|mt-whiteflour|mt-mincedmeat|mt-thyme|mt-turmeric|mt-tomatopaste|mt-bellpepper|mt-blackpepper|mt-onion|mt-garlic|mt-korea|mt-eggplant|mt-nigellasativa|mt-corn|mt-blackpepper|mt-salt|mt-liquidoil
592,گراتن پاستا با گوشت,mt-cowmilk|mt-corn|mt-blackpepper|mt-blackpepper|mt-onion|mt-formipasta|mt-mushrooms|mt-thyme|mt-mincedmeat|mt-mozzarellacheese|mt-whiteflour|mt-salt|mt-tomatopaste|mt-bellpepper|mt-liquidoil|mt-turmeric|mt-thyme|mt-salt|mt-garlic|mt-korea
593,گراتن پاستا با مرغ,mt-chickenbreastmeat|mt-cowmilk|mt-salt|mt-blackpepper|mt-onion|mt-turmeric|mt-mozzarellacheese|mt-thyme|mt-blackpepper|mt-formipasta|mt-korea|mt-whiteflour|mt-salt|mt-mushrooms|mt-corianderseeds
594,گراتن سیب زمینی و قارچ,mt-salt|mt-lemonjuice|mt-scallion|mt-potato|mt-jafari|mt-whiteflour|mt-goudacheese|mt-salt|mt-blackpepper|mt-thyme|mt-cowmilk|mt-blackpepper|mt-mushrooms|mt-korea
595,گراتن شاورما,mt-liquidoil|mt-paprika|mt-blackcumin|mt-gingerpowder|mt-corianderseeds|mt-thyme|mt-vinegar|mt-cream|mt-mozzarellacheese|mt-bellpepper|mt-blackpepper|mt-oliveoil|mt-salt|mt-garlicpowder|mt-cheese(creamcheese)|mt-chickenbreastmeat|mt-potato
596,خورش باقلا,mt-turmeric|mt-onion|mt-digger|mt-liquidoil|mt-bean|mt-salt|mt-mutton|mt-blackpepper
597,شامی گیلانی,mt-mutton|mt-turmeric|mt-salt|mt-blackpepper|mt-onion|mt-eggs|mt-pea|mt-water|mt-liquidoil|mt-potato
598,کباب مُشتی,mt-vinegar|mt-salt|mt-onion|mt-mincedmeat|mt-sugar|mt-chickpeaflour|mt-carrot|mt-saffron|mt-turmeric|mt-liquidoil|mt-blackpepper
599,تاس کباب یزدی,mt-eggplant|mt-mincedmeat|mt-salt|mt-potato|mt-onion|mt-tomatoes|mt-blackpepper|mt-turmeric|mt-korea
600,تاس کباب اصفهان,mt-onion|mt-to|mt-sugar|mt-turmeric|mt-mutton|mt-liquidoil|mt-salt|mt-tomatoes|mt-water|mt-potato|mt-grapevinegar|mt-blackpepper
601,تاس‌کباب گوشت و صیفی جات,mt-garlicpowder|mt-mincedmeat|mt-eggs|mt-onion|mt-blackpepper|mt-liquidoil|mt-tomatopaste|mt-paprika|mt-salt|mt-water|mt-salt|mt-greensquash|mt-turmeric|mt-blackpepper|mt-liquidoil|mt-eggplant|mt-potato|mt-wholewheatflour
602,چپلی کباب مرغ,mt-bellpepper|mt-coriander|mt-garlic|mt-liquidoil|mt-whiteflour|mt-turmeric|mt-chickenbreastmeat|mt-scallion|mt-salt|mt-corianderseeds|mt-spicygreenpepper
603,چپلی کباب گوشت,mt-turmeric|mt-salt|mt-spicygreenpepper|mt-liquidoil|mt-corianderseeds|mt-mincedbeef|mt-garlic|mt-whiteflour|mt-coriander|mt-bellpepper|mt-scallion
604,تاس کباب مرغ,mt-turmeric|mt-omanilemon(amani)|mt-salt|mt-to|mt-peas|mt-blackpepper|mt-tomatopaste|mt-carrot|mt-chickenmince|mt-blackpepper|mt-onion|mt-chickpeaflour|mt-liquidoil|mt-onion|mt-cinnamon|mt-water|mt-liquidoil|mt-potato|mt-turmeric|mt-salt
605,تاس کباب مرغ با سس گوجه,mt-tomatopaste|mt-turmeric|mt-chickenbreastmeat|mt-salt|mt-blackpepper|mt-thyme|mt-turmeric|mt-balsamicvinegar|mt-paprika|mt-garlic|mt-liquidoil|mt-eggs|mt-whiteflour|mt-onion|mt-liquidoil|mt-tomatoes|mt-mustardsauce|mt-currypowder|mt-water
606,کتلت سویا,mt-soy|mt-liquidoil|mt-blackpepper|mt-eggs|mt-turmeric|mt-potato|mt-onion|mt-salt
607,کتلت,mt-onion|mt-liquidoil|mt-salt|mt-blackpepper|mt-garlic|mt-mincedmeat|mt-potato|mt-turmeric
608,ترشه شامی,mt-water|mt-salt|mt-mincedmeat|mt-liquidoil|mt-salt|mt-sourorangejuice|mt-turmeric|mt-jafari|mt-tomatopaste|mt-blackpepper|mt-liquidoil|mt-cherrytomato|mt-onion|mt-turmeric|mt-blackpepper|mt-onion|mt-driedfenugreek
609,کتلت بلغور,mt-garlic|mt-chickpeaflour|mt-liquidoil|mt-driedbasil|mt-eggs|mt-salt|mt-blackcumin|mt-onion|mt-wheatbulgur|mt-blackpepper|mt-mincedmeat
610,کتلت ماهی,mt-blackpepper|mt-corianderseeds|mt-angelica|mt-salt|mt-whiteflour|mt-fishfillet|mt-blackcumin|mt-potato|mt-turmeric|mt-liquidoil|mt-driedherbs|mt-onion
611,کتلت مرغ با بادام برشته,mt-korea|mt-toast|mt-liquidoil|mt-cowmilk|mt-breadcrumbflour|mt-blackpepper|mt-mushrooms|mt-clove|mt-blackcumin|mt-chickenmince|mt-almond|mt-nutmeg|mt-cinnamon|mt-eggs|mt-salt|mt-onion
612,کتلت مرغ با شوید,mt-eggs|mt-liquidoil|mt-onion|mt-salt|mt-chickenmince|mt-blackpepper|mt-basil|mt-digger|mt-breadcrumbflour
613,کتلت بوراژسکی,mt-onion|mt-eggs|mt-salt|mt-blackpepper|mt-garlic|mt-liquidoil|mt-toast|mt-breadcrumbflour|mt-chickenmeat|mt-jafari|mt-cowmilk
614,پاستا با سس قارچ,mt-water|mt-jafari|mt-korea|mt-cream|mt-blackpepper|mt-pasta|mt-whiteflour|mt-mushrooms|mt-salt|mt-cowmilk|mt-lemonjuice|mt-salt|mt-liquidoil
615,پاستا سوئدی,mt-water|mt-chickenjuice|mt-korea|mt-blackpepper|mt-whiteflour|mt-liquidoil|mt-liquidoil|mt-blackpepper|mt-mincedmeat|mt-cream|mt-chickpeaflour|mt-salt|mt-onion|mt-salt|mt-pasta|mt-salt|mt-jafari
616,سوپ ماست,mt-carrot|mt-driedmint|mt-potato|mt-yogurt|mt-salt|mt-stringash|mt-coriander|mt-chickenextract|mt-water|mt-blackpepper
617,کوفته کله گنجشکی,mt-garlicpowder|mt-blackpepper|mt-liquidoil|mt-tomatopaste|mt-chickenmince|mt-potato|mt-breadcrumbflour|mt-salt|mt-salt|mt-onion|mt-water|mt-onion|mt-blackpepper|mt-turmeric|mt-mincedmeat|mt-currypowder
618,لازانیا مرغ با پیازچه,mt-cowmilk|mt-frenchsauce|mt-oliveoil|mt-scallion|mt-whiteflour|mt-smokedsauce|mt-ketchup|mt-thyme|mt-oreganoororegano|mt-blackpepper|mt-korea|mt-blackpepper|mt-paprika|mt-lasagna|mt-corn|mt-salt|mt-mayonnaise|mt-chickenbreastmeat|mt-garlicpowder|mt-garlic|mt-salt
619,لازانیا قارچ و مرغ,mt-mayonnaise|mt-korea|mt-salt|mt-whiteflour|mt-blackpepper|mt-whiteflour|mt-cream|mt-blackpepper|mt-mustardsauce|mt-pasta|mt-cowmilk|mt-chickenbreastmeat|mt-korea|mt-mushrooms|mt-cowmilk|mt-onion|mt-thyme|mt-salt|mt-garlic
620,لازانیا گوشت سرگنجشکی,mt-lasagna|mt-blackpepper|mt-water|mt-salt|mt-whiteflour|mt-mincedmeat|mt-mozzarellacheese|mt-cream|mt-korea|mt-jafari|mt-chickpeaflour|mt-onion|mt-meatextract
621,لازانیا هویج و کرفس,mt-salt|mt-onion|mt-whiteflour|mt-whiteflour|mt-mozzarellacheese|mt-korea|mt-blackpepper|mt-cream|mt-thyme|mt-celery|mt-carrot|mt-blackpepper|mt-salt|mt-garlic|mt-cowmilk|mt-lasagna|mt-digger|mt-korea|mt-chickenjuice
622,لازانیا زیتون و گوجه,mt-blackpepper|mt-cowmilk|mt-tomatoes|mt-lasagna|mt-salt|mt-salt|mt-garlic|mt-mozzarellacheese|mt-thyme|mt-blackpepper|mt-olive|mt-liquidoil|mt-korea|mt-tomatopaste|mt-whiteflour
623,لازانیا بادمجان,mt-lasagna|mt-tomatopaste|mt-liquidoil|mt-cowmilk|mt-garlic|mt-blackpepper|mt-salt|mt-whiteflour|mt-eggplant|mt-bellpepper|mt-greensquash|mt-blackpepper|mt-mozzarellacheese|mt-korea|mt-salt|mt-thyme
624,کوکو بروکلی با پنیر,mt-broccoli|mt-jafari|mt-garlic|mt-mozzarellacheese|mt-blackpepper|mt-salt|mt-liquidoil|mt-oreganoororegano|mt-eggs
625,ماست بادمجان,mt-yogurt|mt-eggplant|mt-garlic|mt-salt|mt-onion|mt-blackpepper|mt-turmeric
626,بورانی هویج,mt-yogurt|mt-carrot|mt-salt|mt-oliveoil|mt-garlic
627,بورانی لبو,mt-garlic|mt-yogurtabstract|mt-beetu|mt-salt|mt-oliveoil
628,بورانی گوجه فرنگی,mt-nigellasativa|mt-yogurt|mt-sugar|mt-greenpepper|mt-coriander|mt-salt|mt-tomatoes
629,بورانی گل کلم و نخود سبز,mt-salt|mt-blackcumin|mt-blackpepper|mt-cauliflower|mt-greenpeas|mt-yogurt
630,بورانی گشنیز و گردو,mt-sweetyogurt|mt-coriander|mt-salt|mt-blackpepper|mt-walnut|mt-scallion
631,بورانی کرفس و اسفناج,mt-blackpepper|mt-spinach|mt-walnut|mt-yogurtabstract|mt-salt|mt-celery
632,بورانی کرفس,mt-blackpepper|mt-driedmint|mt-celery|mt-salt|mt-yogurt
633,بورانی کدو سبز,mt-blackcumin|mt-sweetyogurt|mt-walnut|mt-blackpepper|mt-salt|mt-greensquash
634,بورانی قارچ,mt-mushrooms|mt-salt|mt-blackpepper|mt-liquidoil|mt-half-finished
635,بورانی سیر,mt-garlic|mt-yogurt|mt-hardcream|mt-salt|mt-blackpepper
636,بورانی سیب زمینی,mt-potato|mt-coriander|mt-sweetyogurt|mt-liquidoil|mt-blackcumin
637,بورانی زنجبیل,mt-yogurt|mt-freshginger|mt-nigellasativa|mt-spicygreenpepper|mt-mustardpowder|mt-onion|mt-salt|mt-coconutpowder
638,بورانی بادمجان و سیر,mt-blackpepper|mt-salt|mt-yogurt|mt-eggplant|mt-garlic
639,بورانی اسفناج,mt-redpepper|mt-blackcumin|mt-driedfenugreek|mt-salt|mt-sweetyogurt|mt-liquidoil|mt-spinach
640,کوکو کاهو,mt-blackpepper|mt-walnut|mt-salt|mt-lettuce|mt-eggs|mt-turmeric|mt-cowmilk|mt-bakingpowder|mt-liquidoil
641,کوکو سبزی,mt-blackpepper|mt-Vegetable-Coco|mt-eggs|mt-liquidoil|mt-walnut|mt-turmeric|mt-barberry|mt-salt
642,کوکو گزنه,mt-turmeric|mt-salt|mt-blackpepper|mt-eggs|mt-onion|mt-garlic|mt-Nettle|mt-liquidoil
643,کوکو زرشک و تره,mt-liquidoil|mt-blackpepper|mt-salt|mt-walnut|mt-torre|mt-barberry|mt-flowerblossom|mt-eggs
644,کوکو اسفناج,mt-salt|mt-spinach|mt-blackpepper|mt-eggs|mt-liquidoil
645,کوکو شیرین,mt-golab|mt-saffron|mt-liquidoil|mt-sugar|mt-water|mt-eggs|mt-potato
646,کوکو گردو,mt-whiteflour|mt-turmeric|mt-mint|mt-saffron|mt-salt|mt-blackpepper|mt-walnut|mt-liquidoil|mt-jafari|mt-eggs
647,کوکو ذرت,mt-whiteflour|mt-corn|mt-eggs|mt-bakingpowder|mt-blackpepper|mt-scallion|mt-oliveoil|mt-salt|mt-bellpepper|mt-jafari|mt-liquidoil
648,کوکو بادمجان کبابی,mt-turmeric|mt-liquidoil|mt-eggplant|mt-blackpepper|mt-whiteflour|mt-garlic|mt-salt|mt-eggs
649,کوکو بادمجان حلقه ای,mt-liquidoil|mt-salt|mt-eggs|mt-turmeric|mt-blackpepper|mt-whiteflour|mt-eggplant
650,کوکو بادکوبه ای,mt-eggs|mt-garlic|mt-tomatopaste|mt-barberry|mt-liquidoil|mt-chickenbreastmeat|mt-onion|mt-salt|mt-potato|mt-corianderseeds|mt-turmeric|mt-cinnamon|mt-blackpepper
651,کوکو تره فرنگی,mt-turmeric|mt-driedfenugreek|mt-salt|mt-blackpepper|mt-walnut|mt-eggs|mt-leeks|mt-garlic|mt-bakingpowder|mt-liquidoil|mt-whiteflour
652,کوکو سیب زمینی,mt-onion|mt-eggs|mt-liquidoil|mt-blackpepper|mt-salt|mt-potato|mt-turmeric
653,کوکو کدو,mt-greensquash|mt-onion|mt-potato|mt-blackpepper|mt-garlic|mt-carrot|mt-eggs|mt-turmeric|mt-salt|mt-liquidoil
654,کوکو کلم سفید,mt-whiteflour|mt-blackpepper|mt-eggs|mt-whitecabbage|mt-liquidoil|mt-salt|mt-scallion|mt-mozzarellacheese
655,لازانیا مرغ پرتقالی,mt-onion|mt-soysauce|mt-lasagna|mt-chickenbreastmeat|mt-salt|mt-orangejuice|mt-blackpepper|mt-mozzarellacheese|mt-liquidoil|mt-cream|mt-bellpepper
656,لازانیا قارچ و گوشت,mt-blackpepper|mt-blackpepper|mt-tomatoes|mt-lasagna|mt-sugar|mt-tomatopaste|mt-thyme|mt-basil|mt-mozzarellacheese|mt-salt|mt-salt|mt-onion|mt-korea|mt-mincedmeat|mt-water|mt-cowmilk|mt-mushrooms|mt-garlic|mt-liquidoil|mt-whiteflour
657,لازانیا قارچ,mt-whiteflour|mt-lemonjuice|mt-mushrooms|mt-lasagna|mt-mozzarellacheese|mt-korea|mt-cowmilk|mt-cream
658,لازانیا مرغ سرگنجشکی,mt-chickpeaflour|mt-turmeric|mt-salt|mt-chickenmince|mt-tomatoes|mt-tomatopaste|mt-mozzarellacheese|mt-lasagna|mt-blackpepper|mt-onion
659,سوپ ییلاق,mt-salt|mt-whiteflour|mt-blackpepper|mt-onion|mt-water|mt-yogurt|mt-mincedmeat|mt-halfgrainrice|mt-liquidoil|mt-korea|mt-driedmint|mt-chickpeaflour|mt-blackpepper|mt-meatextract|mt-salt
660,سوپ نخود آب,mt-cinnamon|mt-lemon|mt-corianderseeds|mt-garlic|mt-onion|mt-coriander|mt-redpepper|mt-clove|mt-greenpepper|mt-blackcumin|mt-tomatopaste|mt-turmeric|mt-water|mt-pea|mt-salt
661,سوپ گشنیز,mt-chickenextract|mt-water|mt-peeledoats|mt-onion|mt-yogurt|mt-salt|mt-blackpepper|mt-korea|mt-coriander
662,سوپ سیب زمینی,mt-onion|mt-tarragon|mt-cowmilk|mt-potato|mt-cream|mt-savory|mt-driedmint|mt-salt|mt-thyme|mt-smellleaf|mt-korea|mt-water|mt-whiteflour|mt-chickenextract|mt-celery|mt-blackpepper
663,سوپ سبزیجات خامه‌ای,mt-mushrooms|mt-korea|mt-blackpepper|mt-carrot|mt-salt|mt-garlic|mt-jafari|mt-whiteflour|mt-water|mt-corn|mt-peas|mt-cowmilk|mt-chickenextract|mt-cream|mt-onion
664,سوپ دال عدس,mt-noodles|mt-water|mt-driedmint|mt-blackpepper|mt-liquidoil|mt-lemonjuice|mt-rice|mt-redlentils|mt-salt|mt-turmeric
665,سوپ جو,mt-tomatopaste|mt-blackpepper|mt-cream|mt-salt|mt-corianderseeds|mt-liquidoil|mt-joeperk|mt-water|mt-onion|mt-chickenbreastmeat|mt-turmeric|mt-whitepepper
666,سوپ تره فرنگی,mt-blackpepper|mt-water|mt-leeks|mt-tarragon|mt-fullfatcow'smilk|mt-chickenextract|mt-mushrooms|mt-onion|mt-salt|mt-whiteflour|mt-liquidoil
667,سوپ پیاز,mt-nutmeg|mt-salt|mt-redpepper|mt-cream|mt-korea|mt-water|mt-chickenextract|mt-onion|mt-whiteflour|mt-jafari
668,استیک مرغ گریل,mt-mayonnaise|mt-rosemary|mt-bellpepper|mt-onion|mt-nutmeg|mt-oliveoil|mt-chickenbreastmeat|mt-redpepper|mt-garlic|mt-barbecuesauce|mt-mustardpowder|mt-soysauce
669,خوراک مرغ حیدرآبادی,mt-turmeric|mt-grahammasala|mt-salt|mt-gingerpowder|mt-chickenbreastmeat|mt-liquidoil|mt-sesame|mt-coriander|mt-cream|mt-redpepper|mt-onion|mt-garlic|mt-peanut|mt-yogurt
670,ماهی کیلکا روغن جوش,mt-cornstarch|mt-liquidoil|mt-water|mt-salt|mt-oliveoil|mt-whiteflour|mt-kilkafish|mt-blackpepper|mt-salt|mt-thyme
671,توپک هویج,mt-walnut|mt-plainbiscuits|mt-coconutpowder|mt-carrot|mt-korea
672,رشته‌پلو با گوشت,mt-salt|mt-cinnamon|mt-breadcrumbflour|mt-raisins|mt-almondslice|mt-blackpepper|mt-mincedmeat|mt-rice|mt-onion|mt-golab|mt-saffron|mt-liquidoil|mt-turmeric|mt-ploystring
673,نان و پنیر و کره,mt-typesofbread|mt-korea|mt-cheese
674,نان و پنیر و خیار و گوجه,mt-tomatoes|mt-greencucumber|mt-typesofbread
675,شفته انار,mt-liquidoil|mt-turmeric|mt-chickpeaflour|mt-water|mt-salt|mt-turmeric|mt-mincedmeat|mt-pomegranatejuice|mt-onion|mt-blackpepper|mt-onion
676,شفته سماق,mt-blackpepper|mt-onion|mt-turmeric|mt-chickpeaflour|mt-water|mt-salt|mt-water|mt-liquidoil|mt-mincedmeat|mt-sumac|mt-turmeric|mt-onion
677,کوفته کباب,mt-liquidoil|mt-blackpepper|mt-mincedmeat|mt-grapejuice|mt-rice|mt-chickpeaflour|mt-water|mt-eggs|mt-salt|mt-drieddill|mt-torre|mt-turmeric|mt-vinegar|mt-onion
678,کوفته ریزه,mt-chickpeaflour|mt-water|mt-salt|mt-turmeric|mt-turmeric|mt-onion|mt-onion|mt-blackpepper|mt-liquidoil|mt-blackpepper|mt-omanilemon(amani)|mt-salt|mt-mincedmeat
679,کوفته کشک اصفهان,mt-chickpeaflour|mt-driedmint|mt-onion|mt-blackpepper|mt-garlicpowder|mt-whey|mt-salt|mt-liquidoil|mt-turmeric|mt-blackpepper|mt-onion|mt-paprika|mt-rice|mt-salt|mt-aromaticherbs|mt-turmeric|mt-rice|mt-mincedmeat
680,کوفته کرمانشاهی,mt-salt|mt-walnut|mt-onion|mt-chickpeaflour|mt-hotonions|mt-blackpepper|mt-pea|mt-plum|mt-turmeric|mt-quaileggs|mt-salt|mt-mincedmeat|mt-blackpepper|mt-tomatopaste|mt-eggs|mt-water|mt-cotyledons|mt-onion|mt-raisins|mt-turmeric|mt-liquidoil|mt-lemonjuice|mt-thyme
681,کوفته کاری,mt-coriander|mt-salt|mt-clove|mt-onion|mt-whiteflour|mt-turmeric|mt-liquidoil|mt-onion|mt-driedfenugreek|mt-water|mt-cinnamon|mt-mincedmeat|mt-freshginger|mt-salt|mt-blackpepper|mt-vermicelli|mt-blackpepper
682,کوفته سوئدی,mt-cowmilk|mt-nutmeg|mt-soysauce|mt-eggs|mt-mincedmeat|mt-salt|mt-korea|mt-meatextract|mt-cream|mt-garlic|mt-whiteflour|mt-jafari|mt-onion|mt-blackpepper|mt-blackpepper|mt-water|mt-breadcrumbflour|mt-salt
683,کوفته انار و گردو,mt-walnut|mt-onion|mt-breadcrumbflour|mt-eggs|mt-salt|mt-walnut|mt-pomegranatejuice|mt-blackpepper|mt-pomegranatepaste|mt-tomatopaste|mt-onion|mt-liquidoil|mt-pomegranatepaste|mt-salt|mt-mincedmeat|mt-blackpepper|mt-driedmint
684,مدامس,mt-turmeric|mt-blackpepper|mt-salt|mt-blackcumin|mt-oliveoil|mt-redlentils|mt-water|mt-lemon|mt-bean
685,خوراک باقلا زرد,mt-drieddill|mt-liquidoil|mt-turmeric|mt-lemonjuice|mt-blackpepper|mt-salt|mt-yellowbakala|mt-water|mt-oliveoil|mt-onion
686,استیک گوشت با قارچ,mt-mushrooms|mt-onion|mt-salt|mt-thyme|mt-blackpepper|mt-korea|mt-calffillet|mt-cream
687,شنیتسل گوشت,mt-salt|mt-cowmilk|mt-whiteflour|mt-eggs|mt-breadcrumbflour|mt-korea|mt-calffillet|mt-blackpepper
